SQUID,UNIT,TOPELEVATION,BOTTOMELEVATION,RAWMAT,Material Type,DEBITAGE,DATACLASS,PRESERVATION,PATINATION,CORTEX,LOCATION OF CORTEX,CORTEX OF PREPARATION SURFACE,BURNT,SURFACE OF  FLAKE USED FOR FLAKING,NUMBER OF ACTIVE EDGES CORES,NUMBER OF PLATFORMS ON CORE,NUMBER OF SCARS FS,NUMBER OF SCARS PS,CORE LONGITUDINAL SECTION,CORE MORPHOLOGY,CORE TECHNOLOGY,CORE FLAKING METHODS,CORE TYPE,TYPE OF FLAKE CF,DOMINANT SCAR,LAST SCAR,ANGLE BETWEEN SP AND DS,FLAKE SP,TECHNOLOGY,PROFILE VENTRAL,PROFILE DORSAL,SECTION,FLAKE MORPHOLOGY,FLAKE TERMINATION,SYMMETRY,NO DORSAL SCARS,SCAR PATTERN,STRIKING PLATFORM,LIP,RETOUCH,TOOL BLANK,STAGE OF RETOUCH,MODULE,TYPOLOGY A,RETOUCH LOCATION A,RETOUCH FACE A,RETOUCH TYPE A,ABRASION,SHAPE OF ACTIVE EDGE A,SECOND EVENT RETOUCH,TYPOLOGY B,RETOUCH LOCATION B,RETOUCH FACE B,RETOUCH TYPE B,SHAPE OF ACTIVE EDGE B,CORE LENGTH,CORE WIDTH,CORE THICKNESS,LENGTH OF DOMINANT SCAR,WIDTH OF DOMINANT SCAR,LENGTH OF LAST SCAR,WIDTH OF LAST SCAR,CORE CIRCUMFERENCE,TECHNOLOGICAL LENGTH,TECHNOLOGICAL WIDTH,MORPHOLOGICAL LENGTH,MORPHOLOGICAL WIDTH,THICKNESS,BREADTH OF STRIKING PLATFORM,DEPTH OF STRIKING PLATFORM,WEIGHT,IMAGE ACQUISITION 2D AND 3D,COMMENTS
C77-78-a,1b,97.03,97.03,Obsidian,Obsidian,Kombewa,Dist+Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,2,Along axis,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,,,6.17,5.52,0.93,,,0.01,None,
C77-78-b,1b,97.03,97.03,Obsidian,Obsidian,Kombewa,Prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,Feather,,1,Plain,,,No,,,Module 0,,,,,,,No,,,,,,,,,,,,,,,,7.68,4.81,0.73,,,0.01,None,
C77-112-f,1b,96.96,96.96,Obsidian,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Convex,Oval,Feather,Symmetrical,6,Convergent side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,4.52,4.98,4.83,5.22,0.86,,,0.01,None,
C77-94-b,1b,97,97,Obsidian,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Trapezoidal,Feather,Symmetrical,3,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,5.16,4.17,5.62,4.71,0.72,,,0.01,None,
C77-94,1b,97,97,Obsidian,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Triangular,Leaf shaped,Feather,Symmetrical,3,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Circumference,Dorsal,Fine,No,,No,,,,,,,,,,,,,,5.2,3.83,5.57,3.8,0.65,1.85,0.58,0.01,None,
C77-94-e,1b,97,97,Obsidian,Obsidian,Bladelet,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Triangular,Leaf shaped,Feather,Symmetrical,2,Along axis side,Crushed,Not lipped,Yes,Bladelet,Pre detachment,Module 1,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,7.2,2.35,7.15,2.46,0.31,,,0.01,None,
C77-83-a,1b,97,97,Obsidian,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Sub rectangular,Feather,Symmetrical,5,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,4.2,6.1,5.96,4.43,0.78,2.83,0.77,0.01,None,
C77-83-b,1b,97,97,Obsidian,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Irregular,Feather,Symmetrical,4,Along axis side,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Fine,No,,No,,,,,,,,,,,,,,4.37,5.41,5.56,3.89,0.45,1.1,0.61,0.01,None,
C77-83-c,1b,97,97,Obsidian,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Triangular,Sub rectangular,Hinge,Symmetrical,3,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Fine,No,,No,,,,,,,,,,,,,,3.87,4.98,5.25,3.96,0.97,3.28,0.39,0.01,None,
C77-83-d,1b,97,97,Obsidian,Obsidian,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,3,Along axis side,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Fine,No,,No,,,,,,,,,,,,,,,,6.05,3.77,0.63,1.27,0.58,0.01,None,
C77-83-d,1b,97,97,Obsidian,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Triangular,Leaf shaped,Feather,Symmetrical,4,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 1,,Circumference,Dorsal,Fine,No,,No,,,,,,,,,,,,,,5.63,3.28,5.41,3.26,0.4,,,0.01,None,
C77-88,1b,97.03,97.03,Obsidian,Obsidian,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,2,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Fine,No,,No,,,,,,,,,,,,,,,,5.84,2.91,0.56,2.56,0.54,0.01,None,
C77-56,1b,97.06,97.06,Obsidian,Obsidian,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,2,Along axis side,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,,,5.06,3.75,0.79,1.74,0.61,0.01,None,
C77-67-b,1b,97.03,97.03,Obsidian,Obsidian,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,3,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,,,7.22,5.64,0.73,2.44,0.4,0.01,None,
C78-34-c,1b,97,97,Obsidian,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Irregular,Feather,A symetric to the left,5,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,4.02,4.91,5.86,4.6,0.78,,,0.01,None,
C79-46-a,1b,96.97,96.97,Obsidian,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Triangular,Leaf shaped,Feather,Symmetrical,2,Along axis,Punctiform,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal until ridge,Dorsal,Regular,No,,No,,,,,,,,,,,,,,6.34,3.25,6,3.72,0.62,1.22,0.94,0.01,None,
C79-46-c,1b,96.97,96.97,Obsidian,Obsidian,Kombewa,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,2,Side,Plain,Lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal right,Dorsal,Regular,No,,No,,,,,,,,,,,,,,,,5.96,4.3,0.4,2.02,0.41,0.01,None,
C79-40-d,1b,97.01,97.01,Obsidian,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Triangular,Trapezoidal,Feather,A symetric to the left,3,Convergent side,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,4.38,4.38,6.71,4.14,1.04,1.49,0.51,0.01,None,
C79-21,1b,97.06,97.06,Obsidian,Obsidian,Bladelet,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Triangular,Sub rectangular,Feather,Symmetrical,2,Along axis opposed,Plain,Lipped,Yes,Bladelet,Pre detachment,Module 1,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,5.72,3.19,6.09,3.47,1.13,2.69,2.06,0.01,None,
D76-46-c,1b,96.99,96.99,Obsidian,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Concave,Trapezoidal,Feather,Symmetrical,3,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal until ridge,Dorsal,Fine,No,,No,,,,,,,,,,,,,,2.67,5.54,5.6,3.34,0.62,,,0.01,None,
D76-46-e,1b,96.99,96.99,Obsidian,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Triangular,Leaf shaped,Feather,Symmetrical,3,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,5.46,3.45,4.81,3.45,0.6,,,0.01,None,
D76-30-c,1b,97.04,97.04,Obsidian,Obsidian,Kombewa,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,Feather,,6,Along axis,Plain,Lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,,,13.13,9.63,2.23,3.81,1.27,0.26,None,
D76-30-d,1b,97.04,97.04,Obsidian,Obsidian,Kombewa,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,8,Along axis,Plain,Lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal,Dorsal,Quina,No,,No,,,,,,,,,,,,,,,,9.43,5.88,2.61,6.72,1.47,0.16,None,
D76-30-e,1b,97.04,97.04,Obsidian,Obsidian,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,Feather,,4,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,,,5.13,5.03,0.41,4.16,0.99,0.03,None,
D76-30-f,1b,97.04,97.04,Obsidian,Obsidian,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,8,Along axis,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Fine,No,,No,,,,,,,,,,,,,,,,7.84,5.78,1,1.42,0.93,0.03,None,
D77-35-c,1b,97.01,97.01,Obsidian,Obsidian,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,5,Along axis,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,,,5.29,4.69,0.59,0.71,0.52,0.01,None,
D79-35-a,1b,96.95,96.95,Obsidian,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Triangular,Sub rectangular,Feather,Symmetrical,3,Convergent,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 1,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,7.3,4.5,7.32,4.26,1.08,,,0.03,None,
D79-35-b,1b,96.95,96.95,Obsidian,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Leaf shaped,Feather,Symmetrical,2,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 1,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,6.29,4.03,6.3,4.09,0.71,,,0.01,None,
D79-35-c,1b,96.95,96.95,Obsidian,Obsidian,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,3,Along axis,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,,,5.38,4.94,0.49,1.25,0.42,0.01,None,
D79-35-d,1b,96.95,96.95,Obsidian,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Concave,Concave,Trapezoidal,Hinge,Symmetrical,2,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,3.52,4.19,5.77,3.8,1.35,1.51,0.76,0.02,None,
D79-26-b,1b,97.08,97.08,Obsidian,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Trapezoidal,Sub rectangular,Feather,Symmetrical,4,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Fine,No,,No,,,,,,,,,,,,,,7.63,3.67,7.69,3.71,0.59,,,0.01,None,
Zz77-17-o,1b,96.94,96.94,Obsidian,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Triangular,Oval,Feather,Symmetrical,2,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,5.4,4.4,5.42,4.42,0.77,2.23,0.9,0.01,None,
Zz77-17-p,1b,96.94,96.94,Obsidian,Obsidian,Bladelet,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Triangular,Sub rectangular,Feather,A symetric to the right,4,Along axis,Plain,Not lipped,Yes,Bladelet,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Invasive,No,,No,,,,,,,,,,,,,,6.95,3.36,8.26,3.48,0.56,2.6,0.63,0.02,None,
Zz77-17-s,1b,96.94,96.94,Obsidian,Obsidian,Kombewa,Prox+Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,Feather,,3,Along axis,,,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,6.87,3.53,0.96,,,0.02,None,
F7,3a,97.3,97.25,Obsidian,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Convex,Oval,Feather,Symmetrical,2,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 4,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,4.17,4.69,4.89,4.44,1.22,,,0.02,None,
E6b/d-3,1b,97.4,97.35,Kars digor-1,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Polyhedral,Trapezoidal,Feather,Symmetrical,7,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,6.34,4.1,6.67,5.03,0.45,1.69,0.39,0.01,Photo high resolution,
C76-5,1b,97.03,96.96,Hatis beta,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Trapezoidal,Feather,Symmetrical,8,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,10.93,16.59,16.77,10.9,1.6,,,0.28,Photo high resolution,
C76-6,1b,97.03,96.96,Hatis beta,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Triangular,Sub rectangular,Feather,Symmetrical,6,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 2,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,14.49,8.95,16.08,9.82,1.75,3.13,0.9,0.2,Photo high resolution,
C77-3,1b,97.05,97.01,Hatis beta,Obsidian,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,Feather,,8,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 4,,Proximal right,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,,,9.29,6.29,2.55,4.98,2.65,0.11,None,
A78-g,1b,97.35,97.3,Hatis beta,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Irregular,Trapezoidal,Trapezoidal,Feather,A symetric to the right,9,Along axis opposed,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,5.17,8.67,9.76,5.53,1.23,,,0.07,None,
C76-b,1b,96.97,96.92,Hatis beta,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Straight,Trapezoidal,Feather,Symmetrical,5,Along axis,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,6.19,10.1,10.94,6.61,0.9,,,0.07,Photo+3d,
D77-a,1b,97.02,96.97,Hatis beta,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Trapezoidal,Sub rectangular,Feather,Symmetrical,6,Along axis,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,8.85,6.12,10.81,6.7,1.71,,,0.08,None,
B77-45-a,1b,96.95,96.95,Hatis beta,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Polyhedral,Oval,Hinge,A symetric to the left,10,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,12.71,15.36,20.17,13.01,3.15,13.6,1.92,0.74,Photo+3d,
Zz77-17-u,1b,96.94,96.94,Hatis beta,Obsidian,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,1,Along axis,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Isolated removals,No,,No,,,,,,,,,,,,,,,,8.16,3.96,1.34,1.71,1.14,0.01,None,
B79-13,1b,97.07,97,Hatis alpha,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Trapezoidal,Feather,A symetric to the right,9,Along axis side,Faceted,Lipped,Yes,Flake,Pre detachment,Module 2,,Distal proximal right,Dorsal,Flat,No,,No,,,,,,,,,,,,,,6.52,7.22,9.11,6.3,0.85,2.55,1.07,0.05,None,
B79-14,1b,97.07,97,Hatis alpha,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Polyhedral,Trapezoidal,Feather,Symmetrical,6,Along axis,Faceted,Lipped,Yes,Flake,Pre detachment,Module 3,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,5.84,9.26,9.31,5.68,0.81,3.34,0.69,0.05,Photo high resolution,
Zz77-13,1b,96.99,96.95,Hatis alpha,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Polyhedral,Sub rectangular,Feather,Symmetrical,9,Along axis,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,7.99,5.08,8.26,5.07,0.75,1.16,0.74,0.03,None,
Zz77-20,1b,96.99,96.95,Hatis alpha,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Oval,Hinge,Symmetrical,6,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 2,,Proximal,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,6.49,8.87,8.99,6.65,1.38,6.71,1,0.08,None,
A78-d,1b,97.5,97.4,Hatis alpha,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Trapezoidal,Hinge,A symetric to the right,4,Along axis side,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,8.24,6.83,7.95,7.54,0.84,2.68,0.5,0.04,None,
B76-b,1b,97.4,97.3,Hatis alpha,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Straight,Triangular,Feather,Symmetrical,3,Convergent side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,8.76,7.79,9.39,9.12,1.05,,,0.07,None,
B77-i,1b,96.94,96.92,Hatis alpha,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Trapezoidal,Trapezoidal,Feather,Symmetrical,6,Along axis,Punctiform,Not lipped,No,,,Module 1,,,,,,,Yes,,,,,,,,,,,,,,4.82,5.65,7.9,5.08,0.66,2.25,0.51,0.01,None,
B77-b,1b,97.01,96.98,Hatis alpha,Obsidian,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,1,Along axis,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,,,7.32,4.95,1.03,5.64,1.16,0.01,None,
B78-f,1b,97.03,96.99,Hatis alpha,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Trapezoidal,Feather,A symetric to the right,9,Along axis opposed,Plain,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,6.37,15.13,14.2,6.5,2.56,3.97,1.59,0.15,None,
C77-f,1b,97.05,96.97,Hatis alpha,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Polyhedral,Rectangular,Feather,Symmetrical,9,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,8.92,9.07,10.67,9.72,1.26,,,0.11,None,
C78-x,1b,96.99,96.97,Hatis alpha,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Oval,Feather,Symmetrical,3,Side,Punctiform,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,8,6.58,8.17,6.61,1.09,1.69,0.79,0.04,None,
D76-30-b,1b,97.04,97.04,Hatis alpha,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Polyhedral,Sub rectangular,Feather,Symmetrical,6,Along axis opposed,Plain,Lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,11.6,7.78,7.49,11.84,7.94,2.01,0.53,0.1,None,
Zz77-37-b,1b,96.92,96.92,Hatis alpha,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Polyhedral,Irregular,Feather,Symmetrical,4,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,7.51,4.99,7.31,5.11,0.81,,,0.01,None,
A76,2a,97.1,97.05,Hatis,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Triangular,Oval,Feather,Symmetrical,7,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,7.95,7.66,7.96,8.61,1.58,4.44,1.29,0.1,None,
B77-3,1b,96.98,96.94,Hatis,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Polyhedral,Sub rectangular,Feather,Symmetrical,5,Along axis,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,11.39,6.33,10.68,6.71,1.01,1.6,0.7,0.07,None,
B77-14,1b,96.98,96.94,Hatis,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Trapezoidal,Feather,A symetric to the left,6,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,4.3,6.42,8.93,4.48,0.98,1.64,0.75,0.04,Photo high resolution,
B77-18,1b,96.98,96.94,Hatis,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Straight,Trapezoidal,Feather,Symmetrical,5,Along axis side,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 1,,Distal proximal right,Dorsal,Flat,No,,No,,,,,,,,,,,,,,6.84,5.57,7.8,6.38,0.87,1.27,0.56,0.01,None,
B77-21,1b,96.98,96.94,Hatis,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Triangular,Sub rectangular,Feather,Symmetrical,4,Along axis opposed,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,12.33,9.42,12.39,10.77,1.35,,,0.14,None,
C76-14,1b,97.03,96.96,Hatis,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Oblique,Straight,Trapezoidal,Feather,Symmetrical,4,Along axis,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 4,,Proximal,On edge,Scraper-like,No,,No,,,,,,,,,,,,,,6.73,9.67,10.11,6.75,2.88,5.25,2.99,0.12,None,
C76-16,1b,97.03,96.96,Hatis,Obsidian,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,Feather,,7,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 2,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,,,10.48,6.54,1.37,2.27,0.89,0.11,None,
